1123,tt1499658,NA,NA,NA,2
1123,tt0405422,NA,NA,NA,4
1123,tt0109830,NA,NA,NA,5
1123,tt0088763,NA,NA,NA,3
1123,tt0133093,NA,NA,NA,3
1090,tt0800369,NA,NA,NA,3
1090,tt0407304,NA,NA,NA,2
1090,tt0266543,NA,NA,NA,4
1090,tt1632708,NA,NA,NA,4
1090,tt4052394,NA,NA,NA,3
1090,tt1596343,NA,NA,NA,2
1090,tt2574698,NA,NA,NA,2
1090,tt0454848,NA,NA,NA,2
1088,tt0405422,NA,NA,NA,4
1088,tt0378194,NA,NA,NA,4
1088,tt0211915,NA,NA,NA,5
1088,tt0169547,NA,NA,NA,5
1088,tt0133093,NA,NA,NA,5
1110,tt0454876,NA,NA,NA,3
1110,tt0181689,NA,NA,NA,3
1110,tt0120912,NA,NA,NA,3
1110,tt0356910,NA,NA,NA,3
1110,tt3637328,NA,NA,NA,3
1110,tt1657301,NA,NA,NA,3
1110,tt1657301,NA,NA,NA,3
1110,tt0319262,NA,NA,NA,3
1017,tt1190080,NA,NA,NA,5
1017,tt1369829,NA,NA,NA,5
1017,tt0454876,NA,NA,NA,5
1017,tt0181689,NA,NA,NA,5
1017,tt0120912,NA,NA,NA,5
1021,tt0454876,NA,NA,NA,4
1021,tt0319262,NA,NA,NA,4
1021,tt0120338,NA,NA,NA,5
1021,tt0289879,NA,NA,NA,4
1021,tt1099212,NA,NA,NA,5
1021,tt0114148,NA,NA,NA,2
1021,tt0088763,NA,NA,NA,2
1021,tt0110475,NA,NA,NA,2
1095,tt2096673,NA,NA,NA,5
1095,tt0111161,NA,NA,NA,5
1095,tt0147800,NA,NA,NA,5
1095,tt1478338,NA,NA,NA,5
1095,ttnanana2,NA,NA,NA,4
1095,tt3254460,NA,NA,NA,1
1095,tt2557490,NA,NA,NA,1
1095,tt1924435,NA,NA,NA,1
1095,tt0138097,NA,NA,NA,1
1095,tt3510098,NA,NA,NA,1
1106,tt1657301,NA,NA,NA,4
1106,tt0319262,NA,NA,NA,5
1106,tt3793764,NA,NA,NA,5
1106,tt0800369,NA,NA,NA,5
1106,tt0407304,NA,NA,NA,4
1106,tt0120912,NA,NA,NA,2
1106,tt0356910,NA,NA,NA,2
1106,tt3637328,NA,NA,NA,2
1102,tt0181689,NA,NA,NA,4
1102,tt1657301,NA,NA,NA,4
1102,tt0319262,NA,NA,NA,5
1102,tt0800369,NA,NA,NA,5
1102,tt0268380,NA,NA,NA,4
1102,tt3637328,NA,NA,NA,3
1102,tt0266543,NA,NA,NA,3
1102,tt0327084,NA,NA,NA,3
1117,tt3254460,NA,NA,NA,3
1117,tt0110357,NA,NA,NA,4
1117,tt0462538,NA,NA,NA,4
1117,tt0405422,NA,NA,NA,5
1117,tt1707386,NA,NA,NA,4
1117,tt0120338,NA,NA,NA,5
1117,tt3510098,NA,NA,NA,4
1117,tt1375666,NA,NA,NA,5
1117,tt0133093,NA,NA,NA,5
1091,tt3793764,NA,NA,NA,3
1091,tt2096673,NA,NA,NA,4
1091,tt0462538,NA,NA,NA,3
1091,tt0114369,NA,NA,NA,5
1091,tt0111161,NA,NA,NA,5
1091,tt0993846,NA,NA,NA,4
1091,tt0088763,NA,NA,NA,4
1091,tt0289879,NA,NA,NA,3
1091,tt3637328,NA,NA,NA,1
1091,tt0407304,NA,NA,NA,2
1091,tt1924435,NA,NA,NA,1
1091,tt0382625,NA,NA,NA,1
1091,tt0376541,NA,NA,NA,2
1091,tt0120338,NA,NA,NA,2
1091,tt1133985,NA,NA,NA,1
1091,tt1099212,NA,NA,NA,1
1025,tt0213149,NA,NA,NA,5
1025,tt0413267,NA,NA,NA,5
1025,tt4411490,NA,NA,NA,5
1025,tt0382625,NA,NA,NA,5
1025,tt0147800,NA,NA,NA,5
1025,tt0109830,NA,NA,NA,5
1025,tt0088763,NA,NA,NA,5
1025,tt0133093,NA,NA,NA,4
1025,tt0800369,NA,NA,NA,2
1025,ttnanana1,NA,NA,NA,2
1025,tt0211915,NA,NA,NA,1
1025,tt1707386,NA,NA,NA,1
1025,tt4052394,NA,NA,NA,1
1025,tt1055369,NA,NA,NA,1
1108,tt0181689,NA,NA,NA,5
1108,tt0356910,NA,NA,NA,5
1108,tt3254460,NA,NA,NA,5
1108,tt0319262,NA,NA,NA,5
1108,tt0266543,NA,NA,NA,5
1108,tt0213149,NA,NA,NA,5
1108,tt1657301,NA,NA,NA,5
1108,tt2096673,NA,NA,NA,5
1108,tt0114148,NA,NA,NA,5
1108,tt0110357,NA,NA,NA,5
1108,tt0462538,NA,NA,NA,5
1020,tt1190080,NA,NA,NA,4
1020,tt3254460,NA,NA,NA,3
1020,tt0319262,NA,NA,NA,4
1020,tt3793764,NA,NA,NA,3
1020,tt0800369,NA,NA,NA,3
1020,tt0268380,NA,NA,NA,3
1020,tt0441773,NA,NA,NA,3
1020,tt1453405,NA,NA,NA,3
1020,tt0114148,NA,NA,NA,3
1020,tt0110357,NA,NA,NA,4
1020,tt0382625,NA,NA,NA,4
1020,tt0147800,NA,NA,NA,5
1020,tt1041829,NA,NA,NA,2
1020,tt0120338,NA,NA,NA,4
1020,tt0454876,NA,NA,NA,2
1020,tt3637328,NA,NA,NA,2
1020,tt0266543,NA,NA,NA,3
1020,tt2251217,NA,NA,NA,2
1020,tt4052394,NA,NA,NA,1
1003,tt0454876,NA,NA,NA,3
1003,tt0120912,NA,NA,NA,4
1003,tt3793764,NA,NA,NA,3
1003,tt0114148,NA,NA,NA,1
1003,tt0110357,NA,NA,NA,1
1003,tt0109830,NA,NA,NA,3
1003,tt1707386,NA,NA,NA,4
1003,tt0120338,NA,NA,NA,4
1003,tt0088763,NA,NA,NA,2
1003,tt0133093,NA,NA,NA,4
1003,tt1099212,NA,NA,NA,3
1003,tt0462538,NA,NA,NA,1
1003,tt0378194,NA,NA,NA,1
1003,tt1291150,NA,NA,NA,1
1003,tt0454876,Weekday,Cinema,Alone,1
1003,tt0120912,Weekday,Cinema,Alone,1
1003,tt3793764,Weekday,Cinema,Alone,1
1003,tt0114148,Weekday,Cinema,Alone,1
1003,tt0110357,Weekday,Cinema,Alone,1
1003,tt0109830,Weekday,Cinema,Alone,1
1003,tt1707386,Weekday,Cinema,Alone,1
1003,tt0120338,Weekday,Cinema,Alone,1
1003,tt0088763,Weekday,Cinema,Alone,1
1003,tt0133093,Weekday,Cinema,Alone,1
1003,tt1099212,Weekday,Cinema,Alone,1
1003,tt0454876,Weekday,Home,Family,1
1003,tt0120912,Weekday,Home,Family,1
1003,tt3793764,Weekday,Home,Family,1
1003,tt0114148,Weekday,Home,Family,1
1003,tt0110357,Weekday,Home,Family,1
1003,tt0109830,Weekday,Home,Family,1
1003,tt1707386,Weekday,Home,Family,1
1003,tt0120338,Weekday,Home,Family,1
1003,tt0088763,Weekday,Home,Family,1
1003,tt0133093,Weekday,Home,Family,1
1003,tt1099212,Weekday,Home,Family,1
1003,tt0462538,Weekday,Home,Alone,1
1003,tt0378194,Weekday,Home,Alone,1
1003,tt1291150,Weekday,Home,Alone,1
1003,tt0462538,Weekday,Home,Family,1
