36584,111961,4,3
36584,79728,3,3
45747,98073,3,3
45747,98036,3,4
19718,77634,2,2
19718,79693,1,4
35232,102023,4,4
35232,276199,3,2
35232,240060,3,4
10298,114384,3,3
10298,223861,3,4
10298,1390847,3,3
64572,74758,1,4
64572,611182,1,4
19499,98920,4,3
19499,543350,4,4
19499,97559,3,5
19499,123068,3,3
54660,96153,4,3
54660,91860,4,3
15017,89328,4,4
15017,91607,2,4
15017,120111,2,5
23999,88398,5,5
23999,530632,5,5
33733,88465,4,4
33733,866480,4,5
33733,98936,3,3
33733,98117,3,4
33733,86112,3,3
33733,73751,3,4
33733,268149,3,3
33733,94166,3,4
59362,82636,3,4
59362,77829,3,3
63525,98804,3,5
63525,92748,3,5
63525,564589,3,4
63525,224970,3,5
21565,86271,2,3
21565,249788,2,4
21565,101757,2,4
21565,101660,2,3
64479,225031,4,4
64479,1657336,4,4
42872,92209,2,2
42872,855132,2,5
42872,74449,2,2
6726,101848,4,4
6726,91495,3,3
49830,243922,2,1
49830,109000,2,4
55348,74619,2,1
55348,112437,2,3
4784,89421,4,3
4784,99518,3,3
4784,610906,3,4
4784,224241,3,4
4784,1176838,3,4
64955,814652,1,4
64955,623179,1,5
64955,224306,1,5
35624,1650269,3,2
35624,224458,3,4
35788,88722,1,3
35788,83072,1,4
35788,222958,1,3
41086,1641470,4,3
41086,1025776,4,3
41086,223202,3,4
41086,545624,3,3
39897,98764,2,4
39897,95277,2,3
39897,95269,2,4
7002,98674,3,4
7002,74548,3,4
7002,74480,3,4
7002,121648,3,3
19010,239906,3,3
19010,88718,3,3
8091,94713,4,4
8091,677644,4,3
8091,1127473,4,3
8091,1761220,3,5
8091,1456709,3,4
8091,1176973,3,4
8091,1146369,3,4
8091,98197,3,3
60602,622833,4,5
60602,76790,2,4
26575,74619,3,3
26575,82682,2,4
21405,626886,4,4
21405,94672,3,4
13087,268516,4,4
13087,223759,4,3
13087,95285,3,3
13087,95242,3,3
13087,95241,3,3
13087,102542,3,4
13087,101659,3,3
13087,101649,3,1
13087,223762,3,2
13087,95286,2,2
13087,94140,2,4
13087,91441,2,4
13086,92781,3,3
13086,223147,3,3
13086,223143,3,3
61070,277948,2,3
61070,108260,2,1
61073,105623,4,3
61073,142223,2,4
36065,1200984,5,4
36065,73937,3,4
7510,95840,3,3
7510,89458,3,3
7510,570279,3,5
7510,119536,3,3
11851,92790,4,4
11851,223977,4,2
36103,109111,3,3
36103,79676,2,4
39107,224323,4,4
39107,224323,3,2
39107,223967,3,4
349,252820,4,4
349,224130,3,4
15612,1688532,4,4
15612,1396603,1,3
51287,81434,1,5
51287,631722,1,5
39954,98987,4,4
39954,79740,2,4
14354,84553,5,3
14354,84553,4,4
14354,504815,4,1
60215,88403,3,4
60215,88398,3,5
59090,623179,2,5
59090,258813,2,5
59090,223391,2,4
33880,675672,4,5
33880,98036,3,3
29856,81656,2,5
29856,324321,2,4
52054,222996,4,3
52054,89328,3,3
54607,92768,2,4
54607,92761,2,4
54607,88848,2,2
65342,91607,3,4
65342,88398,3,5
65342,88395,3,3
65342,88403,3,3
960,1641470,3,4
960,111855,3,4
6093,656713,1,4
6093,1116329,1,5
19787,570050,4,2
19787,549431,4,3
19787,275366,4,4
19787,268977,4,4
12066,286988,5,3
12066,108936,3,4
60354,79746,3,3
60354,235385,3,3
60354,224125,3,2
57729,114650,4,3
57729,92240,3,5
57729,225017,3,5
57729,91501,3,3
51611,86320,3,4
51611,223159,1,5
58503,887151,4,4
58503,223660,4,4
63325,89539,4,2
63325,86256,4,2
63325,240591,3,4
6791,99007,2,4
6791,610906,2,4
6791,601262,2,4
36259,95246,4,4
36259,94130,4,1
36259,92790,4,4
36259,91607,4,4
36259,84642,4,4
36259,75212,4,3
36259,672520,4,4
36259,252313,4,3
12664,94713,4,5
12664,1762915,4,5
12664,87115,3,4
12664,299922,3,3
55680,88456,3,1
55680,1223992,2,2
23361,80154,4,4
23361,268149,4,1
31062,217203,1,3
31062,123039,1,3
13016,84434,3,3
13016,124109,2,4
40011,102023,4,5
40011,81367,3,2
5852,89558,2,4
5852,89400,2,4
5852,239806,2,5
30107,530632,1,5
30107,227535,1,5
55587,224820,3,3
55587,241163,2,5
30105,94696,3,5
30105,94206,3,4
52895,95213,3,5
52895,93419,3,5
52895,122259,1,4
26670,596110,3,3
26670,855132,3,5
30453,74540,3,2
30453,74758,3,3
30453,612704,3,3
10108,98443,3,2
10108,109000,3,4
1129,634649,3,4
1129,530673,3,3
15534,73799,3,3
15534,225011,3,3
198,240001,3,4
198,82689,3,4
198,75180,3,4
8235,74904,3,1
8235,101890,3,4
8235,98664,3,3
8235,268149,3,4
58908,74449,5,4
58908,99066,3,3
58016,98672,1,5
58016,92245,1,4
46097,91930,2,4
46097,91689,2,4
49514,81644,3,5
49514,74574,2,4
49514,664932,2,3
14456,1200874,2,5
14456,1200874,2,5
14456,101867,2,3
32642,81644,3,4
32642,596431,3,4
32642,125708,3,3
59848,75351,5,2
59848,124108,4,3
63994,95787,3,1
63994,677533,3,4
43305,223150,3,4
43305,108002,3,4
43305,101890,3,4
8782,483277,3,4
8782,252313,3,3
8782,1573301,3,4
25445,120186,3,4
25445,120161,3,2
14594,73727,2,4
14594,223042,2,3
35994,94130,2,4
35994,816774,2,5
14592,225253,3,2
14592,223702,3,3
33811,285415,3,5
33811,1026710,3,4
33813,94126,3,4
33813,90214,3,1
29982,94713,4,5
29982,94696,4,3
29982,1163867,3,4
29982,94713,3,5
5410,92203,4,2
5410,97574,3,3
5410,95767,3,2
5410,92250,3,3
5410,83038,3,2
5410,596135,3,4
5410,570264,3,3
2545,90392,4,5
2545,239895,4,4
63469,76243,3,5
63469,1753173,3,1
63469,111334,3,1
63469,98959,1,2
63469,96119,1,2
63469,96119,1,1
42356,223714,3,4
42356,119610,3,5
53204,86271,3,5
53204,100569,2,4
50966,98920,2,5
50966,98438,2,3
50966,252820,2,4
42350,97561,5,4
42350,99007,3,3
42350,625351,3,1
42350,1645644,3,4
42350,223003,2,2
42350,223967,1,5
42350,123039,1,3
51115,98058,1,5
51115,672520,1,5
40336,222996,2,4
40336,1237148,2,5
47433,605130,2,5
47433,498897,2,4
17312,240439,3,4
17312,224286,3,3
47435,97559,3,1
47435,223737,3,3
24907,224286,3,3
24907,224285,3,3
16387,223985,5,4
16387,115448,5,3
17628,95798,3,4
17628,1738107,3,5
17628,1176216,3,5
17628,939411,3,5
17628,74548,3,3
17628,219703,3,4
17628,1382903,3,4
30099,91596,2,4
30099,91509,2,4
30099,91506,2,4
23497,264539,2,4
23497,120072,2,3
61412,95265,3,3
61412,105190,3,4
63698,92754,5,3
63698,99015,1,5
31419,105466,3,3
31419,98197,2,4
5007,94102,3,2
5007,223374,3,3
5007,223373,3,5
39844,240082,3,1
39844,223760,3,5
39844,223742,3,5
39844,223742,1,5
31928,94730,4,5
31928,251963,4,4
53733,98073,1,4
53733,88140,1,4
37966,82321,3,3
37966,80452,3,5
59970,99518,3,3
59970,99504,3,1
23669,98058,3,5
23669,2081138,2,5
63028,75312,5,3
63028,75038,3,4
49761,85346,3,3
49761,217049,3,1
35198,98724,3,4
35198,118778,3,4
35198,1164348,3,4
35198,116265,3,4
63094,887151,3,5
63094,240491,3,2
63094,223199,3,5
51722,78738,3,4
51722,77034,3,3
51722,76219,3,4
5672,73937,2,5
5672,218100,2,3
61582,483277,5,5
61582,224868,5,4
8282,535352,2,2
8282,133994,2,2
48925,99518,3,1
48925,94194,3,5
48925,82689,3,2
48925,223198,3,2
40441,324321,4,4
40441,86241,3,4
59279,98753,4,4
59279,91839,3,4
100,98764,4,3
100,109399,3,3
100,91428,2,4
52525,98802,4,5
52525,120186,2,3
16408,729406,5,5
16408,1511516,2,3
28717,123716,5,2
28717,223762,3,3
41828,123898,3,1
41828,878115,3,5
41828,224650,3,5
54825,91509,1,5
54825,88456,1,4
54825,530632,1,3
54825,240474,1,4
16810,656435,3,5
16810,223831,3,5
16810,123709,1,4
46039,601262,2,5
46039,1396603,2,4
26610,268219,4,5
26610,123403,3,5
26610,225058,2,4
26610,110441,2,2
1844,92758,2,4
1844,620163,2,2
1537,286988,3,4
1537,223151,3,2
1537,223145,3,3
24256,101865,3,5
24256,73575,3,5
24256,73575,3,5
24256,101875,3,1
6072,97559,3,4
6072,88721,3,3
1247,88403,3,3
1247,86320,3,3
63155,631349,3,4
63155,483277,3,4
63155,111345,3,5
34183,124937,5,4
34183,98798,3,4
34183,109006,3,4
34183,98426,2,5
9419,109399,4,4
9419,99054,3,4
16030,86182,2,5
16030,674056,2,5
16030,98117,1,4
16030,91577,1,4
49284,1026710,4,2
49284,98769,1,3
26577,814652,3,4
26577,98819,3,4
26577,1514287,3,5
26577,75180,2,3
26577,98674,1,3
43608,98827,4,4
43608,99132,3,4
43608,98989,3,4
43608,98827,3,4
43608,620239,3,3
43608,223142,3,3
45117,91607,2,4
45117,1163867,2,4
10141,92783,3,3
10141,86271,1,4
59892,656713,3,4
59892,109228,3,3
62341,74419,2,3
62341,98628,1,1
62347,99489,4,3
62347,99416,3,5
62347,675861,3,4
62347,223230,3,4
62347,1200768,3,2
31301,98987,4,3
31301,91495,4,5
20482,225021,5,3
20482,98812,3,4
20482,501984,3,3
20482,225039,3,4
20482,141894,3,2
20482,91799,3,4
58111,108408,3,5
58111,108521,2,5
58111,75703,1,5
45668,98639,4,4
45668,82013,2,1
45668,525232,2,4
60284,99106,3,3
60284,99470,2,4
60284,99470,2,3
4101,1567301,3,4
4101,88172,3,4
4101,95286,1,2
4101,95269,1,4
46947,88853,2,5
46947,88151,2,5
46947,88151,2,5
46947,265892,2,4
46947,217517,2,5
22877,1201142,5,5
22877,585164,2,5
22877,223707,2,5
7341,881708,3,4
7341,108981,3,4
8343,99066,2,4
8343,268221,2,2
8343,223878,2,4
8343,223876,2,2
8343,1396603,2,4
4084,101865,4,3
4084,101848,4,2
63296,75190,2,4
63296,259551,2,3
43948,108922,2,1
43948,108884,2,5
55014,94140,3,2
55014,628474,3,2
55014,100870,3,2
55014,100632,3,3
16924,1465151,1,3
16924,109104,1,3
39990,252821,2,5
39990,240388,2,1
44760,120111,3,3
44760,98730,1,4
44760,257507,1,3
29886,89379,4,4
29886,80452,4,4
57220,91428,3,3
57220,240568,3,3
30568,98073,5,3
30568,214095,5,3
21723,101877,3,4
21723,95855,3,5
39141,98382,2,4
39141,95798,2,4
39141,1676324,2,4
30978,98433,2,5
30978,482439,1,2
5703,92737,5,3
5703,224879,5,5
53320,656435,2,2
53320,246878,2,4
53320,1858373,2,5
53320,108364,2,3
36484,1382102,3,5
36484,109002,3,3
36484,108962,3,4
7559,89558,2,5
7559,217517,2,4
49360,620239,4,5
49360,247027,3,2
49360,80154,3,5
49360,79448,3,5
12232,119353,3,5
12232,92726,2,2
12232,225041,2,2
12232,225031,2,5
12232,108979,2,5
12232,109174,1,3
50514,84031,3,5
50514,100515,3,5
24451,226846,2,4
24451,142191,2,5
61705,95250,2,5
61705,92790,2,4
28880,109389,3,4
28880,1736251,3,5
26879,243759,3,3
26879,224757,3,4
45017,92217,2,5
45017,490892,2,4
45017,1176612,2,4
48022,125845,3,5
48022,287616,2,4
43126,286809,3,3
43126,224876,3,3
46519,223889,3,4
46519,81642,2,2
14969,217011,3,4
14969,1513559,3,3
20967,218939,3,4
20967,100602,3,5
14782,91515,2,4
14782,74752,2,4
14782,241640,2,4
35590,74396,4,4
35590,75279,3,5
35590,244513,3,4
35590,240682,3,4
45387,89367,3,1
45387,225039,3,3
35672,78135,2,4
35672,729441,2,5
10566,91542,4,1
10566,91474,1,3
10566,223829,1,5
31206,75203,4,4
31206,223036,3,4
31206,74476,3,5
6420,223145,3,5
6420,91499,1,4
6420,125602,1,3
10241,73706,5,4
10241,256700,5,2
10241,217193,5,5
10241,108255,5,3
10241,224125,3,5
10241,1237294,3,5
10241,1190033,3,5
59484,217795,3,4
59484,88402,3,3
62580,98200,2,1
62580,95840,2,2
39151,95853,1,4
39151,1392929,1,5
39151,1390862,1,4
13509,1390847,5,5
13509,85039,1,4
30418,264539,4,1
30418,109345,4,4
30418,99433,3,5
30418,98989,3,1
30418,223134,3,3
30418,109426,3,4
23800,223771,3,5
23800,109347,3,5
29245,73463,4,3
29245,142017,4,3
34875,1838927,4,3
34875,121648,4,4
65112,570279,3,3
65112,223230,3,1
32576,89558,4,4
32576,95300,3,4
35581,99416,3,2
35581,223230,3,5
33777,225440,2,4
33777,1176838,2,4
16037,80154,2,5
16037,1214250,2,3
19756,644417,4,4
19756,119650,4,5
19756,223985,3,3
15814,74548,3,3
15814,73821,1,1
15815,99504,4,4
15815,596918,3,5
13055,95285,3,4
13055,265892,3,3
16216,84031,3,5
